TIME,LATITUDE,LONGITUDE,SPEED,ACC_1,ACC_2,ACC_3
1499254205834,45.5625317,9.0463935,0,4.942047295441273,2.8389566020102364,4.937523464105057
1499254205855,45.5625317,9.0463935,0,9.136811857670617,2.544548169679188,9.861530592833637
1499254205874,45.5625317,9.0463935,0,6.1673747704093715,2.8392842377347915,6.864358802407623
1499254205896,45.5625317,9.0463935,0,5.623975051683519,2.6108863349865388,5.586606821370269
1499254205916,45.5625317,9.0463935,0,6.559281988391276,2.801566415082059,7.027793683222374
1499254205935,45.5625317,9.0463935,0,7.177989598317348,2.549240051320217,7.836399390614555
1499254205955,45.5625317,9.0463935,0,6.05273759583861,2.741501462471186,6.083795382315638
1499254205975,45.5625317,9.0463935,0,6.674028151992055,2.749974361462637,7.128775343586103
1499254205996,45.5625317,9.0463935,0,6.835281684252904,2.780510718280004,7.151716441204589
1499254206016,45.5625317,9.0463935,0,6.4447970240138535,2.7874835301298004,6.57900975591082
1499254206037,45.5625317,9.0463935,0,6.534992140634656,2.836647897083305,6.641733378804072
1499254206058,45.5625317,9.0463935,0,6.3552728499116204,2.623101368658185,6.653743708297405
1499254206076,45.5625317,9.0463935,0,6.197481321155831,2.588748149937804,6.502107151992471
1499254206099,45.5625317,9.0463935,0,7.445971628515441,2.7274991953597727,7.911101606680533
1499254206116,45.5625317,9.0463935,0,6.5527841904503905,2.9711523994548474,7.377758684773566
1499254206136,45.5625317,9.0463935,0,4.86547505805195,3.025167381020118,5.261993581794658
1499254206155,45.5625317,9.0463935,0,7.9954387589067695,2.193854415087899,7.2636195772343894
1499254206176,45.5625317,9.0463935,0,6.255021021650794,2.672348268014731,6.376550561700567
1499254206195,45.5625317,9.0463935,0,6.624370832786947,2.5144953500416602,6.822903482095851
1499254206215,45.5625317,9.0463935,0,6.495872675617746,2.3650586079694396,6.426840628123317
1499254206236,45.5625317,9.0463935,0,6.711281208082837,2.164180961999395,6.143287130965515
1499254206257,45.5625317,9.0463935,0,6.285777080867803,2.246441827875732,6.863323585785428
1499254206278,45.5625317,9.0463935,0,7.894101173726548,3.0950428642042676,9.839631909917593
1499254206296,45.5625317,9.0463935,0,3.8161059170141116,2.9783245127412807,3.511217474605938
1499254206315,45.5625317,9.0463935,0,7.732023642762447,2.6494126051827327,8.601097428365543
1499254206336,45.5625317,9.0463935,0,5.60159970060211,2.6574625983512328,5.373432915828629
1499254206354,45.5625317,9.0463935,0,6.711893467978658,2.5103969392510486,7.155027389564601
1499254206374,45.5625317,9.0463935,0,6.820614579780704,2.52395804483775,6.89843338567794
1499254206396,45.5625317,9.0463935,0,5.735549799097919,3.210464081828646,8.185488696908989
1499254206415,45.5625317,9.0463935,0,6.640621742823126,2.7295149501516116,7.183869840499368
1499254206435,45.5625317,9.0463935,0,6.334245192980691,2.715672023691637,6.955426650045041
1499254206455,45.5625317,9.0463935,0,6.205373736697128,2.7203740161786603,6.61486827400436
1499254206477,45.5625317,9.0463935,0,6.2116516414283085,2.723050124297305,6.615714991341866
1499254206497,45.5625317,9.0463935,0,6.386694001828274,2.7931839929911826,6.802230894789878
1499254206516,45.5625317,9.0463935,0,6.541976261085535,2.8014507549558787,7.027843999056571
1499254206534,45.5625317,9.0463935,0,6.762570160420855,2.7102414867037847,7.5591936903552615
1499254206553,45.5625317,9.0463935,0,7.179406408430264,2.676195834039377,7.103068828508035
1499254206574,45.5625317,9.0463935,0,8.687295219266048,2.2720668178887826,10.448955374903353
1499254206593,45.5625317,9.0463935,0,1.9420502954420034,3.411873324635727,0.6936646010439693
1499254206614,45.5625317,9.0463935,0,7.889021803467326,2.566942142004377,7.579227230578232
1499254206635,45.5625317,9.0463935,0,8.634242405537188,2.6167433323240306,9.852795279629392
1499254206653,45.5625317,9.0463935,0,5.158006604051832,2.867259784739363,5.030729508580947
1499254206675,45.5625317,9.0463935,0,6.091486701020611,2.4757360232889742,5.925624681946202
1499254206694,45.5625317,9.0463935,0,8.446057076714624,2.6624917008758793,9.341615094223348
1499254206714,45.5625317,9.0463935,0,5.30971048093741,2.8306186174322465,5.346948870010184
1499254206733,45.5625317,9.0463935,0,7.317264275762066,2.7983938645595163,7.551369484354141
1499254206754,45.5625317,9.0463935,0,6.588527989088777,2.8368329382555277,7.171691364554826
1499254206773,45.5625317,9.0463935,0,6.251807417955229,2.678753489312694,6.05348592970334
1499254206794,45.5625317,9.0463935,0,6.570870721887952,2.609492708738788,6.86855487371772
1499254206815,45.5625317,9.0463935,0,6.107786913610647,2.635262024366779,6.46161335726449
1499254206836,45.5625317,9.0463935,0,6.139759081117164,2.701919867133642,6.418382877427739
1499254206855,45.5625317,9.0463935,0,6.6503077738750305,2.6382801196607324,7.287008444054188
1499254206876,45.5625317,9.0463935,0,6.587221716470165,2.816051943162116,6.786704164823377
1499254206896,45.5625317,9.0463935,0,6.646538040609937,2.73363774327731,6.862944390139313
1499254206916,45.5625317,9.0463935,0,6.454160600120636,2.7283031699863476,6.759246864828253
1499254206938,45.5625317,9.0463935,0,6.192433833118827,2.616272844787336,6.452538850368473
1499254206956,45.5625317,9.0463935,0,6.247247928360406,2.7233073332139313,6.784250151530578
1499254206977,45.5625317,9.0463935,0,6.3619457171575,2.6986201313110936,6.616072994994253
1499254206996,45.5625317,9.0463935,0,6.410537786264626,2.6415548350952056,7.108065587790555
1499254207016,45.5625317,9.0463935,0,6.591713758565741,2.8045182209894532,6.96755718129833
1499254207033,45.5625317,9.0463935,0,6.509821267947782,2.7150063194463865,6.9623299336636695
1499254207054,45.5625317,9.0463935,0,6.797729089601151,2.8195620222869997,7.056234640930794
1499254207075,45.5625317,9.0463935,0,6.611666493569988,2.753669107096335,6.905864187298991
1499254207094,45.5625317,9.0463935,0,6.4761669386183005,2.7490857291178608,6.628561801659574
1499254207116,45.5625317,9.0463935,0,6.317466437893864,2.682080098923954,6.659640652268571
1499254207136,45.5625317,9.0463935,0,6.525513852615222,2.610393551242381,7.0496810879467375
1499254207157,45.5625317,9.0463935,0,6.728225938085414,2.8161595548554335,6.9814856778940095
1499254207178,45.5625317,9.0463935,0,6.602822748978511,2.7585553838149175,7.03723394649311
1499254207196,45.5625317,9.0463935,0,6.793986196866372,2.8194252122875474,6.993023376685207
1499254207216,45.5625317,9.0463935,0,6.53396671143228,2.7616667421322516,6.915095432647975
1499254207237,45.5625317,9.0463935,0,6.4065854737340775,2.7023308140745663,6.5983230605916745
1499254207258,45.5625317,9.0463935,0,6.25602845997459,2.6679892243930827,6.428552182710295
1499254207276,45.5625317,9.0463935,0,6.294282280758692,2.6525967271490027,6.735165683773005
1499254207297,45.5625317,9.0463935,0,6.67286753078616,2.798433466693384,7.040073328170268
1499254207317,45.5625317,9.0463935,0,6.324533759452634,2.6508835828872477,6.88354983118713
1499254207337,45.5625317,9.0463935,0,6.710248701401344,2.7294985251798662,6.921548672200194
1499254207359,45.5625317,9.0463935,0,6.595552042905988,2.7023901671882626,6.913231594289117
1499254207375,45.5625317,9.0463935,0,6.404261998426539,2.8046431335661235,6.689920667764485
1499254207396,45.5625317,9.0463935,0,6.247761156951064,2.7190906854392565,6.465431357892123
1499254207416,45.5625317,9.0463935,0,6.2912852576683225,2.613550452838332,6.753859057227655
1499254207435,45.5625317,9.0463935,0,6.3136675917509955,2.6933994726037103,6.689268233979232
1499254207455,45.5625317,9.0463935,0,6.342761194137935,2.578400477932079,6.862405229413907
1499254207476,45.5625317,9.0463935,0,6.647761436880955,2.740979620891758,6.930529096299105
1499254207496,45.5625317,9.0463935,0,6.694397646827069,2.7601981350920206,7.180687368598803
1499254207517,45.5625317,9.0463935,0,6.71527475720722,2.8351474959211194,6.985339830719854
1499254207538,45.5625317,9.0463935,0,6.148795475050227,2.6381289142229494,6.417600508325356
1499254207556,45.5625317,9.0463935,0,6.348245848976867,2.543324904313912,6.673647965709446
1499254207576,45.5625317,9.0463935,0,6.4045687858354885,2.7480492405370676,6.6938784328793295
1499254207596,45.5625317,9.0463935,0,6.3684716392655805,2.6837452527915997,6.948119021810516
1499254207610,45.5625317,9.0463935,0,6.3684716392655805,2.6837452527915997,6.948119021810516
1499254207631,45.5625317,9.0463935,0,6.691241200338715,2.7265711610778696,6.927872454540755
1499254207645,45.5625317,9.0463935,0,6.680124426827743,2.764482715028438,7.208660395830727
1499254207654,45.5625317,9.0463935,0,6.748233767105572,2.798252343877138,7.014980984367073
1499254207667,45.5625317,9.0463935,0,1.7290208973540337*"",0.0022256609780346714*"",-0.10238057895062469*""
1499254207677,45.5625317,9.0463935,0,6.407938113009126,2.7671398698000833,6.786270828945006
1499254207693,45.5625317,9.0463935,0,6.572118292823177,2.74123889589046,6.71709495328891
1499254207715,45.5625317,9.0463935,0,6.462758326701717,2.714420221832346,6.69367968594194
1499254207733,45.5625317,9.0463935,0,6.177157544236875,2.6911716585859544,6.6404972122423835
1499254207754,45.5625317,9.0463935,0,6.603246935030283,2.7294951248959416,6.973611811287644
1499254207774,45.5625317,9.0463935,0,6.69791530409543,2.7069355890298654,7.157084871998336
1499254207794,45.5625317,9.0463935,0,6.668423831818012,2.8738489711089255,6.966673823682345
1499254207814,45.5625317,9.0463935,0,6.579767778581967,2.7623054480419507,6.776583474348794
1499254207834,45.5625317,9.0463935,0,6.466794697775914,2.7168130282311154,6.691735783451355
1499254207854,45.5625317,9.0463935,0,6.291890903588282,2.662443163437222,6.589761694220906
1499254207875,45.5625317,9.0463935,0,6.2030263341077205,2.600072487685128,6.584299420758633
1499254207898,45.5625317,9.0463935,0,6.668600569733351,2.76618378141044,6.979003136209271
1499254207915,45.5625317,9.0463935,0,6.504760400855265,2.599617779815515,6.921119777793232
1499254207937,45.5625317,9.0463935,0,6.682612291812909,2.825545826625758,7.064919873878125
1499254207956,45.5625317,9.0463935,0,6.43111710965667,2.790575477200283,6.7806766346585485
1499254207975,45.5625317,9.0463935,0,6.471493750752527,2.6308835421518286,6.628913277360717
1499254207995,45.5625317,9.0463935,0,6.338255820095965,2.6951854692344424,6.519930334649811
1499254208016,45.5625317,9.0463935,0,6.238531943474207,2.707628046539448,6.683483981408114
1499254208035,45.5625317,9.0463935,0,6.264578363725959,2.7052450780177115,6.550365560559158
1499254208055,45.5625317,9.0463935,0,6.447911004243615,2.623736733589195,6.990519024413642
1499254208076,45.5625317,9.0463935,0,6.688641500949338,2.756000203117794,7.013227711709504
1499254208095,45.5625317,9.0463935,0,6.505073605288326,2.723272957269789,7.057719959482414
1499254208114,45.5625317,9.0463935,0,6.728357002287468,2.792240971652859,6.971486500359268
1499254208135,45.5625317,9.0463935,0,6.379370666241649,2.660693092010244,6.511971229934892
1499254208156,45.5625317,9.0463935,0,6.241529778714769,2.6948912535659013,6.745520712297392
1499254208179,45.5625317,9.0463935,0,6.329098725730164,2.659818310241649,6.621751902398926
1499254208195,45.5625317,9.0463935,0,6.415658808833958,2.621731930643156,6.971961457685637
1499254208215,45.5625317,9.0463935,0,6.731191976969327,2.752315320845773,6.971722606890674
1499254208235,45.5625317,9.0463935,0,6.493791791000135,2.737348912158553,7.054572051411092
1499254208256,45.5625317,9.0463935,0,6.704301905534029,2.7576576113204583,7.020503515004886
1499254208276,45.5625317,9.0463935,0,6.675780565910248,2.7046774648670415,7.0287683590607815
1499254208295,45.5625317,9.0463935,0,6.580017552768018,2.8207336571139994,6.711920672334899
1499254208316,45.5625317,9.0463935,0,6.287745641102679,2.708173131054558,6.579207895040939
1499254208337,45.5625317,9.0463935,0,6.356471274087624,2.595823952885935,6.918935445252029
1499254208356,45.5625317,9.0463935,0,6.322939776721308,2.671896715500555,6.5530801785148345
1499254208377,45.5625317,9.0463935,0,6.472122698875669,2.723846494079161,7.004035531712228
1499254208395,45.5625317,9.0463935,0,6.6829130942101465,2.7766849520156054,6.998785895543809
1499254208415,45.5625317,9.0463935,0,6.667387810554205,2.7107554419554187,7.00408746492591
1499254208437,45.5625317,9.0463935,0,6.6605085002846245,2.82798112070253,6.843686288081669
1499254208455,45.5625317,9.0463935,0,6.335744487431031,2.742073110723481,6.6188454651358555
1499254208476,45.5625317,9.0463935,0,6.348134599469278,2.6116242764613125,6.649861656606795
1499254208498,45.5625317,9.0463935,0,6.341274613412262,2.6464577431771525,6.534774425959044
1499254208518,45.5625317,9.0463935,0,6.170295082838165,2.6564092924624663,6.792782551438194
1499254208536,45.5625317,9.0463935,0,6.5850955142023855,2.767310556225543,6.854970698385925
1499254208556,45.5625317,9.0463935,0,6.694161579062887,2.78447565024004,6.955073385926444
1499254208574,45.5625317,9.0463935,0,6.58629224497385,2.8119803401831076,6.770920905487923
1499254208594,45.5625317,9.0463935,0,6.318735763850923,2.621472058036458,6.586220277102752
1499254208604,45.5625317,9.0463935,0,6.318735763850923,2.621472058036458,6.586220277102752
1499254208629,45.5625317,9.0463935,0,6.276518297888904,2.6126084014534268,6.656457150399055
1499254208644,45.5625317,9.0463935,0,6.353222418182058,2.6896722935738797,6.585482011042061
1499254208654,45.5625317,9.0463935,0,6.2488640935885424,2.6356862820332037,6.73947890380541
1499254208670,45.5625317,9.0463935,0,1.7290208973540337*"",0.0022256609780346714*"",-0.10238057895062469*""
1499254208674,45.5625317,9.0463935,0,6.471339656762897,2.757383727687444,6.839532582315344
1499254208694,45.5625317,9.0463935,0,6.593630003598451,2.62264921105421,7.066116016723047
1499254208714,45.5625317,9.0463935,0,6.695292963193341,2.799917341798557,7.009587613468728
1499254208734,45.5625317,9.0463935,0,6.562347670672212,2.806292912150652,7.0679787248644965
1499254208753,45.5625317,9.0463935,0,6.625712555312057,2.7615616373646334,6.8275490146853715
1499254208774,45.5625317,9.0463935,0,6.576853204392028,2.7642602986933174,6.8326356080184585
1499254208794,45.5625317,9.0463935,0,6.278755247930213,2.6448460071441513,6.788471879386747
1499254208813,45.5625317,9.0463935,0,6.536533322178258,2.7625161840840824,6.88830339890349
1499254208836,45.5625317,9.0463935,0,6.562338283079414,2.623026079679261,7.098913481306966
1499254208858,45.5625317,9.0463935,0,6.755325238168365,2.831265331780226,6.995151242639554
1499254208877,45.5625317,9.0463935,0,6.574993209901587,2.845914848641609,7.036855755754157
1499254208897,45.5625317,9.0463935,0,6.603410262182816,2.6890790083137137,6.76502681355068
1499254208915,45.5625317,9.0463935,0,6.46680239799993,2.6350916684324015,6.619932248135522
1499254208935,45.5625317,9.0463935,0,6.23886216942592,2.6920492622356136,6.618568688985738
1499254208955,45.5625317,9.0463935,0,6.2803325227577735,2.700818564242378,6.547401548606485
1499254208976,45.5625317,9.0463935,0,6.695285290197251,2.716863412040948,7.101198906938799
1499254208996,45.5625317,9.0463935,0,6.720015227015815,2.8114194411536446,6.9947231006974455
1499254209016,45.5625317,9.0463935,0,6.524401874298636,2.7365154604755753,6.928411530622655
1499254209037,45.5625317,9.0463935,0,6.517282047139612,2.700812449610395,6.760624514230935
1499254209058,45.5625317,9.0463935,0,6.426489767030451,2.709003732121667,6.595521015104719
1499254209077,45.5625317,9.0463935,0,6.329380528468695,2.6637595647760524,6.556435027750724
1499254209099,45.5625317,9.0463935,0,6.203743845112015,2.7168648167444136,6.587268425299765
1499254209116,45.5625317,9.0463935,0,6.355849218576961,2.535158487882059,6.907110670037517
1499254209136,45.5625317,9.0463935,0,6.581260652515265,2.7308880938548636,6.847885307903182
1499254209155,45.5625317,9.0463935,0,6.569763250320655,2.7786629163072627,6.876914598055312
1499254209175,45.5625317,9.0463935,0,6.706436246420475,2.785886766523256,7.022084375960936
1499254209196,45.5625317,9.0463935,0,6.401487864534395,2.7029740216625244,6.640859839098589
1499254209220,45.5625317,9.0463935,0,6.267133450395075,2.6559965562348147,6.604141242516867
1499254209237,45.5625317,9.0463935,0,6.301905315192522,2.709977061982623,6.526063772932698
1499254209257,45.5625317,9.0463935,0,6.379554231502031,2.5853253098946767,6.887598082065872
1499254209277,45.5625317,9.0463935,0,6.6498110213229955,2.710382379751308,6.824170020573285
1499254209297,45.5625317,9.0463935,0,6.526857486300786,2.7696906833818336,7.052453203445149
1499254209319,45.5625317,9.0463935,0,6.771402988866407,2.713411197491127,7.04194987957523
1499254209336,45.5625317,9.0463935,0,6.6391557552529115,2.723591702484402,7.0069782659938955
1499254209355,45.5625317,9.0463935,0,6.605967247995141,2.8214168485799984,6.752619239758117
1499254209375,45.5625317,9.0463935,0,6.430725150924618,2.7207505404094534,6.655616870082477
1499254209396,45.5625317,9.0463935,0,6.394070630118432,2.639817025090017,6.993626980637088
1499254209416,45.5625317,9.0463935,0,6.60383705378764,2.746450780833199,6.902103751674454
1499254209436,45.5625317,9.0463935,0,6.568336173458658,2.728357344288666,7.097264644520033
1499254209456,45.5625317,9.0463935,0,6.73931242011859,2.782980568206011,7.015995102423921
1499254209477,45.5625317,9.0463935,0,6.682191540027917,2.738248258289296,7.032532833219038
1499254209495,45.5625317,9.0463935,0,6.590114723680917,2.8120858336757175,6.718551437079
1499254209516,45.5625317,9.0463935,0,6.379381114814985,2.740393838241174,6.6424959026650034
1499254209538,45.5625317,9.0463935,0,6.434773248822531,2.6168777725231136,6.698336711615801
1499254209556,45.5625317,9.0463935,0,6.278375982289467,2.671520396454365,6.490336951171342
1499254209577,45.5625317,9.0463935,0,6.340501144049798,2.6171257075638223,6.743229290558499
1499254209597,45.5625317,9.0463935,0,6.744757290341705,2.7627221017831864,6.990575181803049
1499254209612,45.5625317,9.0463935,0,6.744757290341705,2.7627221017831864,6.990575181803049
1499254209636,45.5625317,9.0463935,0,6.49951588811173,2.6598348833158263,7.079406463681897
1499254209654,45.5625317,9.0463935,0,6.616006836377453,2.76301593025182,6.71043643824029
1499254209674,45.5625317,9.0463935,0,6.348787864020936,2.6632022574193366,6.708791176254969
1499254209677,45.5625317,9.0463935,0,1.7290208973540337*"",0.0022256609780346714*"",-0.10238057895062469*""
1499254209697,45.5625317,9.0463935,0,6.3166561142163635,2.6473633400041914,6.5282728663907985
1499254209713,45.5625317,9.0463935,0,6.268436959069514,2.7023234237824694,6.732394277671673
1499254209733,45.5625317,9.0463935,0,6.552126282971223,2.6949146762433847,6.740936020656148
1499254209754,45.5625317,9.0463935,0,6.487359451971804,2.6119817685152613,7.060143837764153
1499254209774,45.5625317,9.0463935,0,6.6959598913876635,2.784233677690374,7.032207165072714
1499254209794,45.5625317,9.0463935,0,6.6206721821193595,2.7601748456390793,6.999627943108216
1499254209814,45.5625317,9.0463935,0,6.379101646166363,2.656081012166114,6.6944071067713775
1499254209835,45.5625317,9.0463935,0,6.370719773928347,2.6742546374920755,6.529865301573263
1499254209856,45.5625317,9.0463935,0,6.268881384184768,2.6742726864035213,6.8211396822505534
1499254209876,45.5625317,9.0463935,0,6.542527059414711,2.683230837106863,6.859191558656343
1499254209895,45.5625317,9.0463935,0,6.617040034746436,2.6611465478212737,7.146601839642148
1499254209915,45.5625317,9.0463935,0,6.731118958843675,2.8501955620390422,6.972625442605769
1499254209935,45.5625317,9.0463935,0,6.625642787416585,2.825484241335042,6.979763010237719
1499254209957,45.5625317,9.0463935,0,6.673249845518447,2.7663523480573486,6.811983119580475
1499254209975,45.5625317,9.0463935,0,6.371172329623648,2.6858865182103226,6.713152416929955
1499254209995,45.5625317,9.0463935,0,6.311739942803639,2.681573971452026,6.539530829958546
1499254210015,45.5625317,9.0463935,0,6.255443937005632,2.70248120096259,6.4778896279930755
1499254210036,45.5625317,9.0463935,0,6.29909569730199,2.6069926294293455,6.862231185605861
1499254210057,45.5625317,9.0463935,0,6.694144505286456,2.7875105730592913,7.013309581083335
1499254210076,45.5625317,9.0463935,0,6.486836720651099,2.761455135792752,6.996100890902534
1499254210096,45.5625317,9.0463935,0,6.682462607183131,2.790275939558689,6.874547006357563
1499254210117,45.5625317,9.0463935,0,6.453254794410507,2.7356563899425943,6.720721696613136
1499254210135,45.5625317,9.0463935,0,6.349660329165114,2.7221012804759357,6.6312595361177165
1499254210155,45.5625317,9.0463935,0,6.307570990536736,2.6556841427329316,6.527024661687385
1499254210178,45.5625317,9.0463935,0,6.316816129402614,2.559556576208342,6.809685777222529
1499254210197,45.5625317,9.0463935,0,6.491260806567097,2.746226586633849,6.801559567593839
1499254210217,45.5625317,9.0463935,0,6.463538331812852,2.6778653147089044,7.0217598527483105
1499254210238,45.5625317,9.0463935,0,6.657501271814943,2.8000336376067008,6.827374731672475
1499254210256,45.5625317,9.0463935,0,6.452788985880065,2.709912770187691,6.700605083293184
1499254210276,45.5625317,9.0463935,0,6.256858860741255,2.733305869981153,6.6661562992466825
1499254210299,45.5625317,9.0463935,0,6.225020964951346,2.622540181370392,6.453452687970144
1499254210316,45.5625317,9.0463935,0,6.336823135823309,2.571239575785323,6.797049193838063
1499254210335,45.5625317,9.0463935,0,6.5557677326622485,2.8050494569455813,6.851592437081017
1499254210355,45.5625317,9.0463935,0,6.448218069727385,2.724520444767032,6.986201937256621
1499254210376,45.5625317,9.0463935,0,6.737215858684145,2.782316407861747,7.062415095993101
1499254210395,45.5625317,9.0463935,0,6.6356056559278365,2.7025524916356205,7.13364676333578
1499254210416,45.5625317,9.0463935,0,6.334081688846952,2.7012498692374534,6.636647534348052
1499254210435,45.5625317,9.0463935,0,6.460344111855397,2.781448591147244,6.701136303826325
1499254210456,45.5625317,9.0463935,0,6.458814357485251,2.711325229374771,6.697161835798117
1499254210477,45.5625317,9.0463935,0,6.555791038367489,2.7266890689926258,6.8502866194086245
1499254210496,45.5625317,9.0463935,0,6.4217451947049,2.7149314738039925,7.030003725550402
1499254210517,45.5625317,9.0463935,0,6.813256682170987,2.7449251552119747,7.012833106936076
1499254210535,45.5625317,9.0463935,0,6.710433715782339,2.7523152881232518,7.123939537131447
1499254210554,45.5625317,9.0463935,0,6.629785425164188,2.797902682012737,6.745115661670664
1499254210575,45.5625317,9.0463935,0,6.400742006025057,2.6974978960771114,6.628151592070923
1499254210595,45.5625317,9.0463935,0,6.440237417203825,2.6790022158194153,6.69842299513008
1499254210609,45.5625317,9.0463935,0,6.440237417203825,2.6790022158194153,6.69842299513008
1499254210625,45.5625317,9.0463935,0,6.367691642201538,2.6601053100818914,6.595344538751216
1499254210644,45.5625317,9.0463935,0,6.219743829672502,2.676047886193691,6.727966696207169
1499254210654,45.5625317,9.0463935,0,6.693549547284666,2.7803039200729525,6.991414846071524
1499254210677,45.5625317,9.0463935,0,6.691767825028839,2.724726288789297,7.077041883553165
1499254210694,45.5625317,9.0463935,0,6.595594495130437,2.7951835422518805,6.799039336453527
1499254210714,45.5625317,9.0463935,0,6.317302281943025,2.7204679061727894,6.6343123462912335
